id,value
1,0.8528736649212226
2,1.5653801964907643
3,-0.7816441414610007
4,-0.1125778377226317
5,1.6256350266909017
6,-1.4398386908544918
7,1.3607891440274287
8,0.20271814869598642
9,0.7090030979347159
10,0.0057953931725514395
11,1.627091338891638
12,1.1207524368170794
13,-0.15490659578002142
14,0.11201378304569413
15,-0.13790156605332965
16,-0.02486463823159066
17,0.8056998901016357
18,2.095813522876131
19,-0.7336597567586334
20,-0.8734041104954525
21,0.21168088104354332
22,1.448933972812036
23,0.4977029789049747
24,-0.19815739068440194
25,-0.6992021400151474
26,0.26029636211348883
27,-0.8274728588639056
28,-0.41999025820787145
29,0.9286074554655463
30,0.025764123594601434
31,2.0289072132209007
32,-0.2584420687136782
33,-0.935020200010887
34,-1.6290319128415898
35,-1.730093512399349
36,-1.248023551321841
37,-0.3079616660820237
38,-0.9942746217219686
39,2.5477795446884075
40,-1.103247593075108
41,-1.0356898988412022
42,-0.5431913300634962
43,-0.08591120779893566
44,0.09397967179350511
45,-0.5797247096624302
46,0.2689736562445931
47,0.20142959178242098
48,-0.33605394253454407
49,1.0753442788234753
50,-0.48569239197474734
51,-0.9164853979297876
52,1.9184819612073856
53,0.7030930114632551
54,-0.3020215959935291
55,-1.3659641799053919
56,0.42702540430623065
57,-1.2490553912595492
58,1.0168986594124214
59,0.24578305632286404
60,-1.1091580544965942
61,-0.48928714440883897
62,-0.42069601034785786
63,1.1088069201703865
64,1.1736535533536363
65,0.6582361546838602
66,1.0767993192586849
67,-0.0918092814626966
68,0.14387723809826272
69,-0.0477664187466524
70,0.5220651628639088
71,0.4639294501666535
72,-0.3575931116645356
73,-1.3581374296830022
74,0.8144415325297728
75,0.6771279051608561
76,-0.0036802770368055304
77,-0.15448935592524124
78,0.08093985865314604
79,0.8257065645054711
80,-0.5341731250001097
81,-0.13377697326493587
82,-1.3587714350001165
83,-0.5419328221057922
84,-0.5584225520460842
85,0.3411356722340921
86,0.8797488219787516
87,0.26755639024106403
88,1.3714483799250332
89,-0.5915013194216954
90,-0.43962454571265286
91,0.14496665059552294
92,-1.7753508671010954
93,-0.4019795219287564
94,1.5451962402362598
95,0.08181354907222453
96,1.2757097408549658
97,0.4783986468013654
98,0.986009609142007
99,-0.1481658036752473
100,0.3226746054548144
101,-1.29742669568376
102,-0.3874127789575592
103,-1.6000549214541164
104,-0.14767506993364019
105,0.5515330844497672
106,-0.2193487650856164
107,0.23649825900214388
108,-0.92224661010823
109,-1.6306346436959909
110,-0.45100454025519565
111,-0.8976285646543812
112,0.4556953262484274
113,0.4998838966112295
114,-0.659302612133947
115,0.5033752838786113
116,0.398283547216516
117,0.7744012036026513
118,-0.1369736718589975
119,0.7798829075840461
120,1.0775076396906282
121,3.2545960953074853
122,-0.8732068428071378
123,0.43138852440308467
124,1.572995864322381
125,0.21069970815795266
126,-0.6075598054918335
127,-0.7396049843725983
128,-0.7379710861035421
129,0.22773786059980272
130,0.5521008697856572
131,0.3867140572301617
132,1.891460590699266
133,-0.5193610473467508
134,-0.20899468740388275
135,-1.1831426519425159
136,0.9370701562507237
137,-1.2019293150455612
138,1.3322661651477905
139,-1.6116111514154743
140,0.24527156533583014
141,-1.7928631961761485
142,1.3396391830109662
143,-0.519643647226179
144,0.02888203420353579
145,1.4596180028084538
146,-0.10933132462115797
147,-1.1923507664840265
148,-0.7788323246860629
149,0.18561200790388088
150,0.38761872764475286
151,-0.6427597908889934
152,0.20525104115890183
153,-0.7784172149278161
154,0.12999480849932904
155,0.4940280022462864
156,0.25210064314925074
157,0.10782700731485886
158,-1.5902642697476888
159,-0.6318645454161655
160,-1.3328852431623144
161,-2.5762432761086886
162,-0.015295313227569666
163,0.34879076816153376
164,0.263351688230063
165,0.4674563603010886
166,0.350804013385758
167,0.09364956322235918
168,-0.4816375772177383
169,1.2419533462536732
170,0.743903139131402
171,-0.17455802858086925
172,-1.3444493815831802
173,0.7601669994449163
174,-0.15773023019927493
175,2.553151071114062
176,-2.074030865069553
177,1.3615548739145336
178,-0.6398661524062371
179,0.25727012003403243
180,2.2155033431624314
181,-2.280033365822218
182,-1.1821293743642236
183,-1.3441221361351143
184,-0.14735037018772446
185,-1.9455614625646178
186,-1.5807768582681934
187,0.01319870222207638
188,0.727873167830212
189,-0.07434444144661477
190,0.07583698081377932
191,-0.16628746560878185
192,-0.7870319494217528
193,-0.7514652879957611
194,0.2540369482695891
195,-0.7307552734896126
196,0.28545541463032587
197,0.32616878774338337
198,-1.2036598373240508
199,0.1583991093595123
200,0.877863977034386
201,2.1583079069082203
202,-0.6714503899579579
203,0.15637196432958944
204,-0.6905598386563266
205,-0.6776777452856323
206,0.49896206577892466
207,-1.3769572557387908
208,1.1673132949157208
209,1.689627777774953
210,0.9582142474089755
211,1.1583844361229667
212,0.020655185101391534
213,1.3136428134375222
214,0.9525449409738527
215,-0.720490760170801
216,-0.23478386913920382
217,0.09395144978869518
218,0.9184539611770088
219,-1.0415784747536823
220,-0.5028476040195885
221,0.5805368414492564
222,1.0954583483500349
223,1.0043893167727007
224,0.6017181283887498
225,-0.273462690962618
226,-0.7951284186006184
227,0.47916854899479416
228,-0.9380391116198324
229,0.5197378066440949
230,0.8602015281530624
231,1.0434692522808893
232,0.6632232375496182
233,1.887323793457684
234,-3.318566223084232
235,0.2546961324986345
236,0.9910307799028192
237,-0.18636271555940795
238,-1.2606476625024987
239,-0.9659134851907224
240,0.01072766891531716
241,-0.22708034177531738
242,-0.17473346242343432
243,-1.7955881164776313
244,-0.9832737043692867
245,-0.3033950871553408
246,-1.1525715098466944
247,-1.2118364151066428
248,-0.46518523562949893
249,-1.2913255391075815
250,2.143521239160208
251,-0.3140875129115361
252,0.11730269723229364
253,-0.2800676468761902
254,-0.534723015397013
255,0.3791420605962994
256,1.3454672159150596
257,1.5382841336236288
258,-0.5073120869854313
259,-0.9145813724877887
260,-0.8029175863180545
261,1.7353585050344447
262,0.39918949380861424
263,-2.0382819102753875
264,-1.6288361371999727
265,1.3473188081784202
266,2.5393826801529227
267,-0.7557122424971034
268,-0.1720314995964503
269,0.661598693236895
270,0.2698645410528078
271,-0.7337707329451765
272,-1.0970319990274018
273,-2.105010510455177
274,-0.4453604020075092
275,-1.1339147674642733
276,0.7996955570069919
277,0.8658457086714532
278,-0.37884046565679236
279,-0.006645002503003753
280,-0.21339184257605648
281,-0.3035807520167949
282,-0.6074077005626598
283,-0.26151722499751606
284,-0.517365153386434
285,-0.3800575090677304
286,-0.4331882521849592
287,0.66478335403434
288,1.5127425760940196
289,-1.5480162225064398
290,-0.9182191936108214
291,0.5163817982866761
292,-0.04807156259425443
293,0.07285963146644547
294,1.8843619222061447
295,-0.4728131632686419
296,0.6716420434318753
297,1.0649594861650966
298,0.1346793676446575
299,0.24835154071897356
300,0.2776324110139252
301,-0.1479708586737895
302,-0.8267446549151107
303,-0.19981943314393205
304,1.154462629391695
305,1.0390445396605017
306,0.4336268204884036
307,1.044820890977291
308,0.9601268923097237
309,0.8482541474281968
310,-0.5127104584044665
311,0.3544478857704408
312,-1.3097768919646458
313,-0.7108106450839101
314,0.4002467951427364
315,0.9704888121977756
316,-1.2843587842208746
317,-0.7730046230087965
318,-0.7505936768895966
319,0.8217986604965145
320,-0.01615188913794314
321,-1.4944869980400959
322,-0.4278355863293021
323,1.1538421848408984
324,-0.11237145797893686
325,-0.16077335171626536
326,-1.0646941323943244
327,2.2749156876413665
328,-0.9257522526738048
329,-0.13133981110624682
330,0.48029846733512327
331,0.2705056373729393
332,-0.9209254881362402
333,-0.48662884435802956
334,-0.9714878376556183
335,0.17151779706720527
