id,value
1,0.2997291872743517
2,0.5372345817741007
3,0.5942299575544894
4,0.6560740189161152
5,0.36779372580349445
6,0.8018832935485989
7,0.6806412183213979
8,0.13894500443711877
9,0.9060305047314614
10,0.697773959254846
11,0.4038978237658739
12,0.6316829957067966
13,0.03253824287094176
14,0.017350355628877878
15,0.5052499470766634
16,0.9979589537251741
17,0.5642221437301487
18,0.5751078820321709
19,0.7334830400068313
20,0.8809368025977165
21,0.029333116253837943
22,0.20972844469361007
23,0.6958752889186144
24,0.8971552813891321
25,0.8110722256824374
26,0.6042089555412531
27,0.8175697536207736
28,0.33453813125379384
29,0.32221582252532244
30,0.611700578359887
31,0.9425327302888036
32,0.5666647874750197
33,0.5230017749127001
34,0.9606016860343516
35,0.12486342387273908
36,0.699274665908888
37,0.6684258873574436
38,0.977149901445955
39,0.04792508343234658
40,0.7531451024115086
41,0.4863694270607084
42,0.5654150899499655
43,0.3016371508128941
44,0.43400403787381947
45,0.3973271269351244
46,0.39998574485071003
47,0.033066401490941644
48,0.6765456872526556
49,0.10880312090739608
50,0.5969282870646566
51,0.6302728727459908
52,0.3508869823999703
53,0.3072432077024132
54,0.36375008593313396
55,0.4456750210374594
56,0.21103066322393715
57,0.04490506346337497
58,0.9904397109057754
59,0.7418033871799707
60,0.38625590479932725
61,0.31697424314916134
62,0.7704904838465154
63,0.7411080948077142
64,0.5808484840672463
65,0.5507567084860057
66,0.584363317117095
67,0.19329394539818168
68,0.030021435115486383
69,0.40716385724954307
70,0.027647504350170493
71,0.7550298187416047
72,0.8465968812815845
73,0.4022857076488435
74,0.8162665113341063
75,0.2042872733436525
76,0.8000084301456809
77,0.26375538809224963
78,0.9413811913691461
79,0.6747035416774452
80,0.6056932250503451
81,0.5439795581623912
82,0.14961226005107164
83,0.579498739913106
84,0.3780349902808666
85,0.6257369655650109
86,0.1883682757616043
87,0.3255081898532808
88,0.033093847800046206
89,0.2092627170495689
90,0.3426601008977741
91,0.8299683537334204
92,0.7704182113520801
93,0.8843799566384405
94,0.8489991098176688
95,0.6063797923270613
96,0.6152998141478747
97,0.6901923574041575
98,0.47555256565101445
99,0.8928657211363316
100,0.8054593997076154
101,0.6170427075121552
102,0.2538630373310298
103,0.0032413210719823837
104,0.9917929831426591
105,0.17257109261117876
106,0.5554678423795849
107,0.006401674821972847
108,0.23722786060534418
109,0.2166671638842672
110,0.2554469348397106
111,0.2192902872338891
112,0.4110470225568861
113,0.422791849123314
114,0.4114888662006706
115,0.5786065110005438
116,0.2499481337144971
117,0.4451750498265028
118,0.403289039619267
119,0.48267959081567824
120,0.32523773005232215
121,0.9931094485800713
122,0.9405756192281842
123,0.7967352899722755
124,0.6036458655726165
125,0.8139089627657086
126,0.9737316302489489
127,0.5389377761166543
128,0.8545203069224954
129,0.8435097453184426
130,0.6107747945934534
131,0.5364570158999413
132,0.8702551419846714
133,0.7806679168716073
134,0.6051488278899342
135,0.5078225168399513
136,0.7527665114030242
137,0.5562254139222205
138,0.9262550876010209
139,0.4553590347059071
140,0.9908055227715522
141,0.27115400531329215
142,0.20501433429308236
143,0.3721084629651159
144,0.890692672226578
145,0.3491500848904252
146,0.39292881172150373
147,0.5551874851807952
148,0.07398439524695277
149,0.8391897389665246
150,0.22723160800524056
151,0.5868837554007769
152,0.1946048797108233
153,0.35268177930265665
154,0.3091797595843673
155,0.17224313714541495
156,0.27942512347362936
157,0.12106942432001233
158,0.6147715065162629
159,0.07277763145975769
160,0.08808775804936886
161,0.42466262564994395
162,0.3821313001681119
163,0.1357586020603776
164,0.13133084774017334
165,0.2133567405398935
166,0.3897785556036979
167,0.1403182027861476
168,0.014836184913292527
169,0.9866941603831947
170,0.6557288221083581
171,0.9033812626730651
172,0.7536933301016688
173,0.8450529626570642
174,0.7057764360215515
175,0.8659246561583132
176,0.19085974991321564
177,0.8599917951505631
178,0.3186724535189569
179,0.25569404591806233
180,0.02250068704597652
181,0.5172497655730695
182,0.424707179190591
183,0.08075869828462601
184,0.3651995100080967
185,0.045588641660287976
186,0.9521105848252773
187,0.42996496660634875
188,0.049542965833097696
189,0.6077144255395979
190,0.4426847994327545
191,0.4500659895129502
192,0.024121345719322562
193,0.9051834591664374
194,0.8312815921381116
195,0.047422104282304645
196,0.749799981014803
197,0.8432769610080868
198,0.1415877570398152
199,0.15741989854723215
200,0.25969432131387293
201,0.6105330840218812
202,0.6545873691793531
203,0.4034583845641464
